[2020-09-27T09:27:43.330 info Netsdk:41296 25920:25942 AVNetSDKMgr.cpp:367]Load avnetsdk library dynamically
[2020-09-27T09:27:43.330 info Netsdk:41296 25920:25942 AVNetSDKMgr.cpp:391]avnetsdk module handle: 0x7fe72c73bbe0

[2020-09-27T09:27:43.330 info Netsdk:41296 25920:25942 AVNetSDKMgr.cpp:717]Load configsdk dynamically
[2020-09-27T09:27:43.351 info Netsdk:41296 25920:25942 dhnetsdk.cpp:190]Enter CLIENT_SetAutoReconnect:[cbAutoConnect=0x7fe7bd51e048, dwUser=(nil)].
[2020-09-27T09:27:43.351 info Netsdk:41296 25920:25942 dhnetsdk.cpp:192]Leave CLIENT_SetAutoReconnect.
[2020-09-27T09:27:43.351 info Netsdk:41296 25920:25942 dhnetsdk.cpp:210]Enter CLIENT_SetConnectTime:[nWaitTime=5000, nTryTimes=1].
[2020-09-27T09:27:43.351 info Netsdk:41296 25920:25942 dhnetsdk.cpp:223]Leave CLIENT_SetConnectTime.
[2020-09-27T09:27:43.352 info Netsdk:41296 25920:25942 dhnetsdk.cpp:234]Enter CLIENT_SetNetworkParam:[nWaittime=0, nConnectTime=10000, nConnectTryNum=0, nSubConnectSpaceTime=0, nGetDevInfoTime=0, nConnectBufSize=0, nGetConnInfoTime=3000, nSearchRecordTime=0, nsubDisconnetTime=0, byNetType=0, byPlaybackBufSize=0, bDetectDisconnTime=0, bKeepLifeInterval=0, nPicBufSize=0].
[2020-09-27T09:27:43.352 info Netsdk:41296 25920:25942 dhnetsdk.cpp:249]Leave CLIENT_SetNetworkParam.
[2020-09-27T09:27:43.354 info Netsdk:41296 25920:25942 dhnetsdk.cpp:586]Enter CLIENT_LoginEx2. IP:192.168.25.109, port:37777, SpeCap:0, lpDeviceInfo:0x7fe72c90ba70.
[2020-09-27T09:27:43.354 error Netsdk:41296 25920:25942 TPTCPClient.cpp:423]connect() failed: Operation now in progress
[2020-09-27T09:27:43.620 info Netsdk:41296 25920:25942 dhnetsdk.cpp:622]Leave CLIENT_LoginEx2. error:0, login ID:140630861859200.
[2020-09-27T09:27:43.621 info Netsdk:41296 25920:25942 dhnetsdk.cpp:7400]Enter CLIENT_SetSnapRevCallBack. [OnSnapRevMessage=0x7fe7bd51e080, dwUser=(nil).]
[2020-09-27T09:27:43.621 info Netsdk:41296 25920:25942 dhnetsdk.cpp:7403]Leave CLIENT_SetSnapRevCallBack.
[2020-09-27T09:27:43.622 info Netsdk:41296 25920:25942 dhnetsdk.cpp:7440]Enter CLIENT_SnapPictureEx. [lLoginID=140630861859200, par=0x7fe72c90c840, reserved=0x7fe72c90bbe0.]
[2020-09-27T09:27:43.622 info Netsdk:41296 25920:25942 dhnetsdk.cpp:7460]Leave CLIENT_SnapPictureEx. ret:1.
[2020-09-27T23:35:04.485 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:-798222079, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.485 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:-1301033552, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.489 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:-1516281628, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.489 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:883059976, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.502 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:-12841722, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.502 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:598013312, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.502 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:-182941954, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.504 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:-865404763, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.504 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:-38406685, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.504 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:242427111, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.504 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:-938287118, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.504 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:-342523065, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.504 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:9061869, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.504 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:1340985616, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.504 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:-1922749696, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.505 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:1029350879, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.505 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:461424361, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.505 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:-107231696, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.505 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:-2143629925, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.505 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:-789034167, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.505 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:-106303228, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.505 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:-383061793, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.505 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:78296353, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.505 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:2003566730, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.506 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:1709852275, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.506 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:-369341687, ip:192.168.25.109, port:37267
[2020-09-27T23:35:04.506 error Netsdk:41296 25920:26053 TcpSocket.cpp:1509]Ext len too long, size:1336924669, ip:192.168.25.109, port:37267
